,Unnamed: 0,file,case,framenumber,class
50402,50402,51019_sessie1_taskrobotEngagement,invisible,0,1
50403,50403,51019_sessie1_taskrobotEngagement,invisible,1,1
50404,50404,51019_sessie1_taskrobotEngagement,invisible,2,1
50405,50405,51019_sessie1_taskrobotEngagement,invisible,3,1
50406,50406,51019_sessie1_taskrobotEngagement,invisible,4,1
50407,50407,51019_sessie1_taskrobotEngagement,invisible,5,1
50408,50408,51019_sessie1_taskrobotEngagement,invisible,6,1
50409,50409,51019_sessie1_taskrobotEngagement,invisible,7,1
50410,50410,51019_sessie1_taskrobotEngagement,invisible,8,1
50411,50411,51019_sessie1_taskrobotEngagement,invisible,9,1
50412,50412,51019_sessie1_taskrobotEngagement,invisible,10,1
50413,50413,51019_sessie1_taskrobotEngagement,invisible,11,1
50414,50414,51019_sessie1_taskrobotEngagement,invisible,12,1
50415,50415,51019_sessie1_taskrobotEngagement,invisible,13,1
50416,50416,51019_sessie1_taskrobotEngagement,invisible,14,1
50417,50417,51019_sessie1_taskrobotEngagement,invisible,15,1
50418,50418,51019_sessie1_taskrobotEngagement,invisible,16,1
50419,50419,51019_sessie1_taskrobotEngagement,invisible,17,1
50420,50420,51019_sessie1_taskrobotEngagement,invisible,18,1
50421,50421,51019_sessie1_taskrobotEngagement,invisible,19,1
50422,50422,51019_sessie1_taskrobotEngagement,invisible,20,1
50423,50423,51019_sessie1_taskrobotEngagement,invisible,21,1
50424,50424,51019_sessie1_taskrobotEngagement,invisible,22,1
50425,50425,51019_sessie1_taskrobotEngagement,invisible,23,1
50426,50426,51019_sessie1_taskrobotEngagement,invisible,24,1
50427,50427,51019_sessie1_taskrobotEngagement,invisible,25,1
50428,50428,51019_sessie1_taskrobotEngagement,invisible,26,1
50429,50429,51019_sessie1_taskrobotEngagement,invisible,27,1
50430,50430,51019_sessie1_taskrobotEngagement,invisible,28,1
50431,50431,51019_sessie1_taskrobotEngagement,invisible,29,1
50432,50432,51019_sessie1_taskrobotEngagement,invisible,30,1
50433,50433,51019_sessie1_taskrobotEngagement,invisible,31,1
50434,50434,51019_sessie1_taskrobotEngagement,invisible,32,1
50435,50435,51019_sessie1_taskrobotEngagement,invisible,33,1
50436,50436,51019_sessie1_taskrobotEngagement,invisible,34,1
50437,50437,51019_sessie1_taskrobotEngagement,invisible,35,1
50438,50438,51019_sessie1_taskrobotEngagement,invisible,36,1
50439,50439,51019_sessie1_taskrobotEngagement,invisible,37,1
50440,50440,51019_sessie1_taskrobotEngagement,invisible,38,1
50441,50441,51019_sessie1_taskrobotEngagement,invisible,39,1
50442,50442,51019_sessie1_taskrobotEngagement,invisible,40,1
50443,50443,51019_sessie1_taskrobotEngagement,invisible,41,1
50444,50444,51019_sessie1_taskrobotEngagement,invisible,42,1
