,Unnamed: 0,file,annotator,case,framenumber,class
1809,1809,33013_sessie3_taskEngagement1,Daen,visible,0,1
1810,1810,33013_sessie3_taskEngagement1,Daen,visible,1,1
1811,1811,33013_sessie3_taskEngagement1,Daen,visible,2,1
1812,1812,33013_sessie3_taskEngagement1,Daen,visible,3,1
1813,1813,33013_sessie3_taskEngagement1,Daen,visible,4,1
1814,1814,33013_sessie3_taskEngagement1,Daen,visible,5,1
1815,1815,33013_sessie3_taskEngagement1,Daen,visible,6,1
1816,1816,33013_sessie3_taskEngagement1,Daen,visible,7,1
1817,1817,33013_sessie3_taskEngagement1,Daen,visible,8,1
1818,1818,33013_sessie3_taskEngagement1,Daen,visible,9,1
1819,1819,33013_sessie3_taskEngagement1,Daen,visible,10,1
1820,1820,33013_sessie3_taskEngagement1,Daen,visible,11,1
1821,1821,33013_sessie3_taskEngagement1,Daen,visible,12,1
1822,1822,33013_sessie3_taskEngagement1,Daen,visible,13,1
1823,1823,33013_sessie3_taskEngagement1,Daen,visible,14,1
1824,1824,33013_sessie3_taskEngagement1,Daen,visible,15,1
1825,1825,33013_sessie3_taskEngagement1,Daen,visible,16,1
1826,1826,33013_sessie3_taskEngagement1,Daen,visible,17,1
1827,1827,33013_sessie3_taskEngagement1,Daen,visible,18,1
1828,1828,33013_sessie3_taskEngagement1,Daen,visible,19,1
1829,1829,33013_sessie3_taskEngagement1,Daen,visible,20,1
1830,1830,33013_sessie3_taskEngagement1,Daen,visible,21,1
1831,1831,33013_sessie3_taskEngagement1,Daen,visible,22,1
1832,1832,33013_sessie3_taskEngagement1,Daen,visible,23,1
1833,1833,33013_sessie3_taskEngagement1,Daen,visible,24,1
1834,1834,33013_sessie3_taskEngagement1,Daen,visible,25,1
1835,1835,33013_sessie3_taskEngagement1,Daen,visible,26,1
1836,1836,33013_sessie3_taskEngagement1,Daen,visible,27,1
1837,1837,33013_sessie3_taskEngagement1,Daen,visible,28,1
1838,1838,33013_sessie3_taskEngagement1,Daen,visible,29,1
1839,1839,33013_sessie3_taskEngagement1,Daen,visible,30,1
1840,1840,33013_sessie3_taskEngagement1,Daen,visible,31,1
1841,1841,33013_sessie3_taskEngagement1,Daen,visible,32,1
1842,1842,33013_sessie3_taskEngagement1,Daen,visible,33,1
1843,1843,33013_sessie3_taskEngagement1,Daen,visible,34,1
1844,1844,33013_sessie3_taskEngagement1,Daen,visible,35,1
1845,1845,33013_sessie3_taskEngagement1,Daen,visible,36,1
1846,1846,33013_sessie3_taskEngagement1,Daen,visible,37,1
1847,1847,33013_sessie3_taskEngagement1,Daen,visible,38,1
1848,1848,33013_sessie3_taskEngagement1,Daen,visible,39,1
1849,1849,33013_sessie3_taskEngagement1,Daen,visible,40,1
1850,1850,33013_sessie3_taskEngagement1,Daen,visible,41,1
1851,1851,33013_sessie3_taskEngagement1,Daen,visible,42,1
1852,1852,33013_sessie3_taskEngagement1,Daen,visible,43,1
1853,1853,33013_sessie3_taskEngagement1,Daen,visible,44,1
1854,1854,33013_sessie3_taskEngagement1,Daen,visible,45,1
1855,1855,33013_sessie3_taskEngagement1,Daen,visible,46,1
1856,1856,33013_sessie3_taskEngagement1,Daen,visible,47,1
1857,1857,33013_sessie3_taskEngagement1,Daen,visible,48,1
1858,1858,33013_sessie3_taskEngagement1,Daen,visible,49,1
1859,1859,33013_sessie3_taskEngagement1,Daen,visible,50,1
1860,1860,33013_sessie3_taskEngagement1,Daen,visible,51,1
1861,1861,33013_sessie3_taskEngagement1,Daen,visible,52,1
1862,1862,33013_sessie3_taskEngagement1,Daen,visible,53,1
1863,1863,33013_sessie3_taskEngagement1,Daen,visible,54,1
