,Unnamed: 0,file,case,framenumber,class
26248,26248,33002_sessie1_taskrobotEngagement,visible,0,1
26249,26249,33002_sessie1_taskrobotEngagement,visible,1,1
26250,26250,33002_sessie1_taskrobotEngagement,visible,2,1
26251,26251,33002_sessie1_taskrobotEngagement,visible,3,1
26252,26252,33002_sessie1_taskrobotEngagement,visible,4,1
26253,26253,33002_sessie1_taskrobotEngagement,visible,5,1
26254,26254,33002_sessie1_taskrobotEngagement,visible,6,1
26255,26255,33002_sessie1_taskrobotEngagement,visible,7,1
26256,26256,33002_sessie1_taskrobotEngagement,visible,8,1
26257,26257,33002_sessie1_taskrobotEngagement,visible,9,1
26258,26258,33002_sessie1_taskrobotEngagement,visible,10,1
26259,26259,33002_sessie1_taskrobotEngagement,visible,11,1
26260,26260,33002_sessie1_taskrobotEngagement,visible,12,2
26261,26261,33002_sessie1_taskrobotEngagement,visible,13,2
26262,26262,33002_sessie1_taskrobotEngagement,visible,14,2
26263,26263,33002_sessie1_taskrobotEngagement,visible,15,2
26264,26264,33002_sessie1_taskrobotEngagement,visible,16,2
26265,26265,33002_sessie1_taskrobotEngagement,visible,17,2
26266,26266,33002_sessie1_taskrobotEngagement,visible,18,2
26267,26267,33002_sessie1_taskrobotEngagement,visible,19,2
26268,26268,33002_sessie1_taskrobotEngagement,visible,20,2
26269,26269,33002_sessie1_taskrobotEngagement,visible,21,2
26270,26270,33002_sessie1_taskrobotEngagement,visible,22,2
26271,26271,33002_sessie1_taskrobotEngagement,visible,23,2
26272,26272,33002_sessie1_taskrobotEngagement,visible,24,2
26273,26273,33002_sessie1_taskrobotEngagement,visible,25,2
26274,26274,33002_sessie1_taskrobotEngagement,visible,26,2
26275,26275,33002_sessie1_taskrobotEngagement,visible,27,2
26276,26276,33002_sessie1_taskrobotEngagement,visible,28,2
26277,26277,33002_sessie1_taskrobotEngagement,visible,29,2
26278,26278,33002_sessie1_taskrobotEngagement,visible,30,2
26279,26279,33002_sessie1_taskrobotEngagement,visible,31,2
26280,26280,33002_sessie1_taskrobotEngagement,visible,32,2
26281,26281,33002_sessie1_taskrobotEngagement,visible,33,2
26282,26282,33002_sessie1_taskrobotEngagement,visible,34,2
26283,26283,33002_sessie1_taskrobotEngagement,visible,35,2
26284,26284,33002_sessie1_taskrobotEngagement,visible,36,2
26285,26285,33002_sessie1_taskrobotEngagement,visible,37,2
26286,26286,33002_sessie1_taskrobotEngagement,visible,38,2
26287,26287,33002_sessie1_taskrobotEngagement,visible,39,2
26288,26288,33002_sessie1_taskrobotEngagement,visible,40,2
26289,26289,33002_sessie1_taskrobotEngagement,visible,41,2
26290,26290,33002_sessie1_taskrobotEngagement,visible,42,2
26291,26291,33002_sessie1_taskrobotEngagement,visible,43,2
26292,26292,33002_sessie1_taskrobotEngagement,visible,44,2
26293,26293,33002_sessie1_taskrobotEngagement,visible,45,2
26294,26294,33002_sessie1_taskrobotEngagement,visible,46,2
26295,26295,33002_sessie1_taskrobotEngagement,visible,47,2
26296,26296,33002_sessie1_taskrobotEngagement,visible,48,2
26297,26297,33002_sessie1_taskrobotEngagement,visible,49,2
26298,26298,33002_sessie1_taskrobotEngagement,visible,50,2
26299,26299,33002_sessie1_taskrobotEngagement,visible,51,2
26300,26300,33002_sessie1_taskrobotEngagement,visible,52,2
26301,26301,33002_sessie1_taskrobotEngagement,visible,53,2
26302,26302,33002_sessie1_taskrobotEngagement,visible,54,2
26303,26303,33002_sessie1_taskrobotEngagement,visible,55,2
26304,26304,33002_sessie1_taskrobotEngagement,visible,56,2
26305,26305,33002_sessie1_taskrobotEngagement,visible,57,2
26306,26306,33002_sessie1_taskrobotEngagement,visible,58,2
26307,26307,33002_sessie1_taskrobotEngagement,visible,59,2
26308,26308,33002_sessie1_taskrobotEngagement,visible,60,2
26309,26309,33002_sessie1_taskrobotEngagement,visible,61,2
26310,26310,33002_sessie1_taskrobotEngagement,visible,62,2
26311,26311,33002_sessie1_taskrobotEngagement,visible,63,2
26312,26312,33002_sessie1_taskrobotEngagement,visible,64,2
