,Unnamed: 0,file,case,framenumber,class
19908,19908,Proefpersoon11029_sessie2,invisible,0,4
19909,19909,Proefpersoon11029_sessie2,invisible,1,4
19910,19910,Proefpersoon11029_sessie2,invisible,2,4
19911,19911,Proefpersoon11029_sessie2,invisible,3,4
19912,19912,Proefpersoon11029_sessie2,invisible,4,4
19913,19913,Proefpersoon11029_sessie2,invisible,5,4
19914,19914,Proefpersoon11029_sessie2,invisible,6,4
19915,19915,Proefpersoon11029_sessie2,invisible,7,4
19916,19916,Proefpersoon11029_sessie2,invisible,8,4
19917,19917,Proefpersoon11029_sessie2,invisible,9,4
19918,19918,Proefpersoon11029_sessie2,invisible,10,4
19919,19919,Proefpersoon11029_sessie2,invisible,11,4
19920,19920,Proefpersoon11029_sessie2,invisible,12,4
19921,19921,Proefpersoon11029_sessie2,invisible,13,4
19922,19922,Proefpersoon11029_sessie2,invisible,14,4
19923,19923,Proefpersoon11029_sessie2,invisible,15,4
19924,19924,Proefpersoon11029_sessie2,invisible,16,4
19925,19925,Proefpersoon11029_sessie2,invisible,17,4
19926,19926,Proefpersoon11029_sessie2,invisible,18,4
19927,19927,Proefpersoon11029_sessie2,invisible,19,4
19928,19928,Proefpersoon11029_sessie2,invisible,20,4
19929,19929,Proefpersoon11029_sessie2,invisible,21,4
19930,19930,Proefpersoon11029_sessie2,invisible,22,4
19931,19931,Proefpersoon11029_sessie2,invisible,23,4
19932,19932,Proefpersoon11029_sessie2,invisible,24,4
19933,19933,Proefpersoon11029_sessie2,invisible,25,4
19934,19934,Proefpersoon11029_sessie2,invisible,26,4
19935,19935,Proefpersoon11029_sessie2,invisible,27,4
19936,19936,Proefpersoon11029_sessie2,invisible,28,4
19937,19937,Proefpersoon11029_sessie2,invisible,29,4
19938,19938,Proefpersoon11029_sessie2,invisible,30,4
19939,19939,Proefpersoon11029_sessie2,invisible,31,4
19940,19940,Proefpersoon11029_sessie2,invisible,32,4
19941,19941,Proefpersoon11029_sessie2,invisible,33,4
19942,19942,Proefpersoon11029_sessie2,invisible,34,4
19943,19943,Proefpersoon11029_sessie2,invisible,35,4
19944,19944,Proefpersoon11029_sessie2,invisible,36,4
19945,19945,Proefpersoon11029_sessie2,invisible,37,4
19946,19946,Proefpersoon11029_sessie2,invisible,38,4
19947,19947,Proefpersoon11029_sessie2,invisible,39,4
19948,19948,Proefpersoon11029_sessie2,invisible,40,4
19949,19949,Proefpersoon11029_sessie2,invisible,41,4
19950,19950,Proefpersoon11029_sessie2,invisible,42,4
19951,19951,Proefpersoon11029_sessie2,invisible,43,4
19952,19952,Proefpersoon11029_sessie2,invisible,44,4
19953,19953,Proefpersoon11029_sessie2,invisible,45,4
19954,19954,Proefpersoon11029_sessie2,invisible,46,4
19955,19955,Proefpersoon11029_sessie2,invisible,47,4
19956,19956,Proefpersoon11029_sessie2,invisible,48,4
19957,19957,Proefpersoon11029_sessie2,invisible,49,4
19958,19958,Proefpersoon11029_sessie2,invisible,50,4
19959,19959,Proefpersoon11029_sessie2,invisible,51,4
19960,19960,Proefpersoon11029_sessie2,invisible,52,4
19961,19961,Proefpersoon11029_sessie2,invisible,53,4
19962,19962,Proefpersoon11029_sessie2,invisible,54,4
19963,19963,Proefpersoon11029_sessie2,invisible,55,4
19964,19964,Proefpersoon11029_sessie2,invisible,56,4
