,Unnamed: 0,file,case,framenumber,class
11902,11902,Proefpersoon11009_sessie2,invisible,0,1
11903,11903,Proefpersoon11009_sessie2,invisible,1,1
11904,11904,Proefpersoon11009_sessie2,invisible,2,1
11905,11905,Proefpersoon11009_sessie2,invisible,3,1
11906,11906,Proefpersoon11009_sessie2,invisible,4,1
11907,11907,Proefpersoon11009_sessie2,invisible,5,1
11908,11908,Proefpersoon11009_sessie2,invisible,6,1
11909,11909,Proefpersoon11009_sessie2,invisible,7,1
11910,11910,Proefpersoon11009_sessie2,invisible,8,1
11911,11911,Proefpersoon11009_sessie2,invisible,9,1
11912,11912,Proefpersoon11009_sessie2,invisible,10,1
11913,11913,Proefpersoon11009_sessie2,invisible,11,1
11914,11914,Proefpersoon11009_sessie2,invisible,12,1
11915,11915,Proefpersoon11009_sessie2,invisible,13,1
11916,11916,Proefpersoon11009_sessie2,invisible,14,1
11917,11917,Proefpersoon11009_sessie2,invisible,15,1
11918,11918,Proefpersoon11009_sessie2,invisible,16,1
11919,11919,Proefpersoon11009_sessie2,invisible,17,1
11920,11920,Proefpersoon11009_sessie2,invisible,18,1
11921,11921,Proefpersoon11009_sessie2,invisible,19,1
11922,11922,Proefpersoon11009_sessie2,invisible,20,1
11923,11923,Proefpersoon11009_sessie2,invisible,21,1
11924,11924,Proefpersoon11009_sessie2,invisible,22,1
11925,11925,Proefpersoon11009_sessie2,invisible,23,1
11926,11926,Proefpersoon11009_sessie2,invisible,24,1
11927,11927,Proefpersoon11009_sessie2,invisible,25,1
11928,11928,Proefpersoon11009_sessie2,invisible,26,1
11929,11929,Proefpersoon11009_sessie2,invisible,27,1
11930,11930,Proefpersoon11009_sessie2,invisible,28,1
11931,11931,Proefpersoon11009_sessie2,invisible,29,1
11932,11932,Proefpersoon11009_sessie2,invisible,30,1
11933,11933,Proefpersoon11009_sessie2,invisible,31,1
11934,11934,Proefpersoon11009_sessie2,invisible,32,1
11935,11935,Proefpersoon11009_sessie2,invisible,33,1
11936,11936,Proefpersoon11009_sessie2,invisible,34,1
11937,11937,Proefpersoon11009_sessie2,invisible,35,1
11938,11938,Proefpersoon11009_sessie2,invisible,36,1
11939,11939,Proefpersoon11009_sessie2,invisible,37,1
11940,11940,Proefpersoon11009_sessie2,invisible,38,1
11941,11941,Proefpersoon11009_sessie2,invisible,39,1
11942,11942,Proefpersoon11009_sessie2,invisible,40,1
11943,11943,Proefpersoon11009_sessie2,invisible,41,1
11944,11944,Proefpersoon11009_sessie2,invisible,42,1
11945,11945,Proefpersoon11009_sessie2,invisible,43,1
11946,11946,Proefpersoon11009_sessie2,invisible,44,1
11947,11947,Proefpersoon11009_sessie2,invisible,45,1
11948,11948,Proefpersoon11009_sessie2,invisible,46,1
11949,11949,Proefpersoon11009_sessie2,invisible,47,1
11950,11950,Proefpersoon11009_sessie2,invisible,48,1
11951,11951,Proefpersoon11009_sessie2,invisible,49,1
11952,11952,Proefpersoon11009_sessie2,invisible,50,1
11953,11953,Proefpersoon11009_sessie2,invisible,51,1
11954,11954,Proefpersoon11009_sessie2,invisible,52,1
11955,11955,Proefpersoon11009_sessie2,invisible,53,1
11956,11956,Proefpersoon11009_sessie2,invisible,54,1
11957,11957,Proefpersoon11009_sessie2,invisible,55,1
11958,11958,Proefpersoon11009_sessie2,invisible,56,1
11959,11959,Proefpersoon11009_sessie2,invisible,57,1
11960,11960,Proefpersoon11009_sessie2,invisible,58,1
11961,11961,Proefpersoon11009_sessie2,invisible,59,1
11962,11962,Proefpersoon11009_sessie2,invisible,60,1
11963,11963,Proefpersoon11009_sessie2,invisible,61,1
11964,11964,Proefpersoon11009_sessie2,invisible,62,1
11965,11965,Proefpersoon11009_sessie2,invisible,63,1
11966,11966,Proefpersoon11009_sessie2,invisible,64,1
11967,11967,Proefpersoon11009_sessie2,invisible,65,1
11968,11968,Proefpersoon11009_sessie2,invisible,66,1
11969,11969,Proefpersoon11009_sessie2,invisible,67,1
11970,11970,Proefpersoon11009_sessie2,invisible,68,1
11971,11971,Proefpersoon11009_sessie2,invisible,69,1
11972,11972,Proefpersoon11009_sessie2,invisible,70,1
11973,11973,Proefpersoon11009_sessie2,invisible,71,1
11974,11974,Proefpersoon11009_sessie2,invisible,72,1
11975,11975,Proefpersoon11009_sessie2,invisible,73,1
11976,11976,Proefpersoon11009_sessie2,invisible,74,1
11977,11977,Proefpersoon11009_sessie2,invisible,75,1
11978,11978,Proefpersoon11009_sessie2,invisible,76,1
11979,11979,Proefpersoon11009_sessie2,invisible,77,1
11980,11980,Proefpersoon11009_sessie2,invisible,78,1
11981,11981,Proefpersoon11009_sessie2,invisible,79,1
11982,11982,Proefpersoon11009_sessie2,invisible,80,1
11983,11983,Proefpersoon11009_sessie2,invisible,81,1
11984,11984,Proefpersoon11009_sessie2,invisible,82,1
11985,11985,Proefpersoon11009_sessie2,invisible,83,1
11986,11986,Proefpersoon11009_sessie2,invisible,84,1
