,Unnamed: 0,file,annotator,case,framenumber,class
63857,63857,33001_sessie1_taskrobotEngagement,Daen,visible,0,2
63858,63858,33001_sessie1_taskrobotEngagement,Daen,visible,1,2
63859,63859,33001_sessie1_taskrobotEngagement,Daen,visible,2,2
63860,63860,33001_sessie1_taskrobotEngagement,Daen,visible,3,2
63861,63861,33001_sessie1_taskrobotEngagement,Daen,visible,4,2
63862,63862,33001_sessie1_taskrobotEngagement,Daen,visible,5,2
63863,63863,33001_sessie1_taskrobotEngagement,Daen,visible,6,2
63864,63864,33001_sessie1_taskrobotEngagement,Daen,visible,7,2
63865,63865,33001_sessie1_taskrobotEngagement,Daen,visible,8,2
63866,63866,33001_sessie1_taskrobotEngagement,Daen,visible,9,2
63867,63867,33001_sessie1_taskrobotEngagement,Daen,visible,10,2
63868,63868,33001_sessie1_taskrobotEngagement,Daen,visible,11,2
63869,63869,33001_sessie1_taskrobotEngagement,Daen,visible,12,2
63870,63870,33001_sessie1_taskrobotEngagement,Daen,visible,13,2
63871,63871,33001_sessie1_taskrobotEngagement,Daen,visible,14,2
63872,63872,33001_sessie1_taskrobotEngagement,Daen,visible,15,2
63873,63873,33001_sessie1_taskrobotEngagement,Daen,visible,16,2
63874,63874,33001_sessie1_taskrobotEngagement,Daen,visible,17,2
63875,63875,33001_sessie1_taskrobotEngagement,Daen,visible,18,2
63876,63876,33001_sessie1_taskrobotEngagement,Daen,visible,19,2
63877,63877,33001_sessie1_taskrobotEngagement,Daen,visible,20,2
63878,63878,33001_sessie1_taskrobotEngagement,Daen,visible,21,2
63879,63879,33001_sessie1_taskrobotEngagement,Daen,visible,22,2
63880,63880,33001_sessie1_taskrobotEngagement,Daen,visible,23,2
63881,63881,33001_sessie1_taskrobotEngagement,Daen,visible,24,2
63882,63882,33001_sessie1_taskrobotEngagement,Daen,visible,25,2
63883,63883,33001_sessie1_taskrobotEngagement,Daen,visible,26,2
63884,63884,33001_sessie1_taskrobotEngagement,Daen,visible,27,2
63885,63885,33001_sessie1_taskrobotEngagement,Daen,visible,28,2
63886,63886,33001_sessie1_taskrobotEngagement,Daen,visible,29,2
63887,63887,33001_sessie1_taskrobotEngagement,Daen,visible,30,2
63888,63888,33001_sessie1_taskrobotEngagement,Daen,visible,31,2
63889,63889,33001_sessie1_taskrobotEngagement,Daen,visible,32,2
63890,63890,33001_sessie1_taskrobotEngagement,Daen,visible,33,2
63891,63891,33001_sessie1_taskrobotEngagement,Daen,visible,34,2
63892,63892,33001_sessie1_taskrobotEngagement,Daen,visible,35,2
63893,63893,33001_sessie1_taskrobotEngagement,Daen,visible,36,2
63894,63894,33001_sessie1_taskrobotEngagement,Daen,visible,37,2
63895,63895,33001_sessie1_taskrobotEngagement,Daen,visible,38,2
63896,63896,33001_sessie1_taskrobotEngagement,Daen,visible,39,2
63897,63897,33001_sessie1_taskrobotEngagement,Daen,visible,40,2
63898,63898,33001_sessie1_taskrobotEngagement,Daen,visible,41,2
63899,63899,33001_sessie1_taskrobotEngagement,Daen,visible,42,2
63900,63900,33001_sessie1_taskrobotEngagement,Daen,visible,43,2
63901,63901,33001_sessie1_taskrobotEngagement,Daen,visible,44,2
63902,63902,33001_sessie1_taskrobotEngagement,Daen,visible,45,2
63903,63903,33001_sessie1_taskrobotEngagement,Daen,visible,46,2
63904,63904,33001_sessie1_taskrobotEngagement,Daen,visible,47,2
63905,63905,33001_sessie1_taskrobotEngagement,Daen,visible,48,2
63906,63906,33001_sessie1_taskrobotEngagement,Daen,visible,49,2
63907,63907,33001_sessie1_taskrobotEngagement,Daen,visible,50,2
63908,63908,33001_sessie1_taskrobotEngagement,Daen,visible,51,2
63909,63909,33001_sessie1_taskrobotEngagement,Daen,visible,52,2
63910,63910,33001_sessie1_taskrobotEngagement,Daen,visible,53,1
63911,63911,33001_sessie1_taskrobotEngagement,Daen,visible,54,1
63912,63912,33001_sessie1_taskrobotEngagement,Daen,visible,55,1
63913,63913,33001_sessie1_taskrobotEngagement,Daen,visible,56,1
63914,63914,33001_sessie1_taskrobotEngagement,Daen,visible,57,1
63915,63915,33001_sessie1_taskrobotEngagement,Daen,visible,58,1
63916,63916,33001_sessie1_taskrobotEngagement,Daen,visible,59,1
63917,63917,33001_sessie1_taskrobotEngagement,Daen,visible,60,1
63918,63918,33001_sessie1_taskrobotEngagement,Daen,visible,61,1
63919,63919,33001_sessie1_taskrobotEngagement,Daen,visible,62,1
63920,63920,33001_sessie1_taskrobotEngagement,Daen,visible,63,1
63921,63921,33001_sessie1_taskrobotEngagement,Daen,visible,64,1
63922,63922,33001_sessie1_taskrobotEngagement,Daen,visible,65,1
63923,63923,33001_sessie1_taskrobotEngagement,Daen,visible,66,1
