,Unnamed: 0,file,case,framenumber,class
52712,52712,51020_sessie1_taskrobotEngagement,invisible,0,1
52713,52713,51020_sessie1_taskrobotEngagement,invisible,1,1
52714,52714,51020_sessie1_taskrobotEngagement,invisible,2,1
52715,52715,51020_sessie1_taskrobotEngagement,invisible,3,1
52716,52716,51020_sessie1_taskrobotEngagement,invisible,4,1
52717,52717,51020_sessie1_taskrobotEngagement,invisible,5,1
52718,52718,51020_sessie1_taskrobotEngagement,invisible,6,1
52719,52719,51020_sessie1_taskrobotEngagement,invisible,7,1
52720,52720,51020_sessie1_taskrobotEngagement,invisible,8,1
52721,52721,51020_sessie1_taskrobotEngagement,invisible,9,1
52722,52722,51020_sessie1_taskrobotEngagement,invisible,10,1
52723,52723,51020_sessie1_taskrobotEngagement,invisible,11,1
52724,52724,51020_sessie1_taskrobotEngagement,invisible,12,1
52725,52725,51020_sessie1_taskrobotEngagement,invisible,13,1
52726,52726,51020_sessie1_taskrobotEngagement,invisible,14,1
52727,52727,51020_sessie1_taskrobotEngagement,invisible,15,1
52728,52728,51020_sessie1_taskrobotEngagement,invisible,16,1
52729,52729,51020_sessie1_taskrobotEngagement,invisible,17,1
52730,52730,51020_sessie1_taskrobotEngagement,invisible,18,1
52731,52731,51020_sessie1_taskrobotEngagement,invisible,19,1
52732,52732,51020_sessie1_taskrobotEngagement,invisible,20,1
52733,52733,51020_sessie1_taskrobotEngagement,invisible,21,1
52734,52734,51020_sessie1_taskrobotEngagement,invisible,22,1
52735,52735,51020_sessie1_taskrobotEngagement,invisible,23,1
52736,52736,51020_sessie1_taskrobotEngagement,invisible,24,1
52737,52737,51020_sessie1_taskrobotEngagement,invisible,25,1
52738,52738,51020_sessie1_taskrobotEngagement,invisible,26,1
52739,52739,51020_sessie1_taskrobotEngagement,invisible,27,1
52740,52740,51020_sessie1_taskrobotEngagement,invisible,28,1
52741,52741,51020_sessie1_taskrobotEngagement,invisible,29,1
52742,52742,51020_sessie1_taskrobotEngagement,invisible,30,1
52743,52743,51020_sessie1_taskrobotEngagement,invisible,31,1
52744,52744,51020_sessie1_taskrobotEngagement,invisible,32,1
52745,52745,51020_sessie1_taskrobotEngagement,invisible,33,1
52746,52746,51020_sessie1_taskrobotEngagement,invisible,34,1
52747,52747,51020_sessie1_taskrobotEngagement,invisible,35,1
52748,52748,51020_sessie1_taskrobotEngagement,invisible,36,1
52749,52749,51020_sessie1_taskrobotEngagement,invisible,37,1
52750,52750,51020_sessie1_taskrobotEngagement,invisible,38,1
52751,52751,51020_sessie1_taskrobotEngagement,invisible,39,1
52752,52752,51020_sessie1_taskrobotEngagement,invisible,40,1
52753,52753,51020_sessie1_taskrobotEngagement,invisible,41,1
52754,52754,51020_sessie1_taskrobotEngagement,invisible,42,1
52755,52755,51020_sessie1_taskrobotEngagement,invisible,43,1
52756,52756,51020_sessie1_taskrobotEngagement,invisible,44,1
52757,52757,51020_sessie1_taskrobotEngagement,invisible,45,1
52758,52758,51020_sessie1_taskrobotEngagement,invisible,46,1
52759,52759,51020_sessie1_taskrobotEngagement,invisible,47,1
52760,52760,51020_sessie1_taskrobotEngagement,invisible,48,1
52761,52761,51020_sessie1_taskrobotEngagement,invisible,49,1
52762,52762,51020_sessie1_taskrobotEngagement,invisible,50,1
52763,52763,51020_sessie1_taskrobotEngagement,invisible,51,1
52764,52764,51020_sessie1_taskrobotEngagement,invisible,52,1
52765,52765,51020_sessie1_taskrobotEngagement,invisible,53,1
52766,52766,51020_sessie1_taskrobotEngagement,invisible,54,1
52767,52767,51020_sessie1_taskrobotEngagement,invisible,55,1
52768,52768,51020_sessie1_taskrobotEngagement,invisible,56,1
52769,52769,51020_sessie1_taskrobotEngagement,invisible,57,1
52770,52770,51020_sessie1_taskrobotEngagement,invisible,58,1
