,Unnamed: 0,file,annotator,case,framenumber,class
243874,243874,33007_sessie1_taskrobotEngagement,Ronald,visible,0,1
243875,243875,33007_sessie1_taskrobotEngagement,Ronald,visible,1,1
243876,243876,33007_sessie1_taskrobotEngagement,Ronald,visible,2,1
243877,243877,33007_sessie1_taskrobotEngagement,Ronald,visible,3,1
243878,243878,33007_sessie1_taskrobotEngagement,Ronald,visible,4,1
243879,243879,33007_sessie1_taskrobotEngagement,Ronald,visible,5,1
243880,243880,33007_sessie1_taskrobotEngagement,Ronald,visible,6,1
243881,243881,33007_sessie1_taskrobotEngagement,Ronald,visible,7,1
243882,243882,33007_sessie1_taskrobotEngagement,Ronald,visible,8,1
243883,243883,33007_sessie1_taskrobotEngagement,Ronald,visible,9,1
243884,243884,33007_sessie1_taskrobotEngagement,Ronald,visible,10,1
243885,243885,33007_sessie1_taskrobotEngagement,Ronald,visible,11,1
243886,243886,33007_sessie1_taskrobotEngagement,Ronald,visible,12,1
243887,243887,33007_sessie1_taskrobotEngagement,Ronald,visible,13,1
243888,243888,33007_sessie1_taskrobotEngagement,Ronald,visible,14,1
243889,243889,33007_sessie1_taskrobotEngagement,Ronald,visible,15,1
243890,243890,33007_sessie1_taskrobotEngagement,Ronald,visible,16,1
243891,243891,33007_sessie1_taskrobotEngagement,Ronald,visible,17,1
243892,243892,33007_sessie1_taskrobotEngagement,Ronald,visible,18,1
243893,243893,33007_sessie1_taskrobotEngagement,Ronald,visible,19,1
243894,243894,33007_sessie1_taskrobotEngagement,Ronald,visible,20,1
243895,243895,33007_sessie1_taskrobotEngagement,Ronald,visible,21,1
243896,243896,33007_sessie1_taskrobotEngagement,Ronald,visible,22,1
243897,243897,33007_sessie1_taskrobotEngagement,Ronald,visible,23,1
243898,243898,33007_sessie1_taskrobotEngagement,Ronald,visible,24,3
243899,243899,33007_sessie1_taskrobotEngagement,Ronald,visible,25,3
243900,243900,33007_sessie1_taskrobotEngagement,Ronald,visible,26,3
243901,243901,33007_sessie1_taskrobotEngagement,Ronald,visible,27,3
243902,243902,33007_sessie1_taskrobotEngagement,Ronald,visible,28,3
