33001_sessie1_taskrobotEngagement.png, (0.305, 0.871), (0.521, 1.0), (0.2, 0.312), (0.406, 1.0), (0.772, 0.863), (1.0, 1.0), None 
33001_sessie2_taskrobotEngagement.png, (0.141, 0.912), (0.391, 1.0), (0.804, 0.183), (0.974, 1.0), (0.604, 0.625), (0.8, 0.912), None 
33001_sessie3_taskrobotEngagement.png, (0.0, 0.871), (0.224, 1.0), (0.714, 0.204), (0.919, 1.0), (0.508, 0.65), (0.808, 0.95), None 
33002_sessie1_taskrobotEngagement.png, (0.246, 0.927), (0.446, 1.0), (0.153, 0.329), (0.391, 1.0), (0.628, 0.812), (1.0, 1.0), None 
33002_sessie2_taskrobotEngagement.png, (0.0, 0.865), (0.129, 1.0), (0.0, 0.271), (0.08, 1.0), (0.35, 0.938), (0.798, 1.0), None 
33002_sessie3_taskrobotEngagement.png, (0.147, 0.85), (0.373, 1.0), (0.685, 0.175), (0.939, 1.0), (0.546, 0.625), (0.833, 0.938), None 
33003_sessie1_taskrobotEngagement.png, (0.188, 0.9), (0.423, 1.0), (0.156, 0.317), (0.458, 1.0), (0.635, 0.808), (1.0, 1.0), None 
33003_sessie3_robotEngagement1.png, (0.061, 0.854), (0.305, 1.0), (0.688, 0.177), (0.9, 1.0), (0.484, 0.625), (0.763, 0.917), None 
33003_sessie3_taskrobotEngagement.png, (0.061, 0.854), (0.305, 1.0), (0.688, 0.177), (0.9, 1.0), (0.484, 0.625), (0.763, 0.917), None 
33004_sessie1_taskrobotEngagement.png, (0.188, 0.917), (0.405, 1.0), (0.185, 0.329), (0.428, 1.0), (0.661, 0.833), (1.0, 1.0), None 
33004_sessie2_taskrobotEngagement.png, (0.0, 0.896), (0.067, 1.0), (0.0, 0.208), (0.028, 1.0), (0.293, 0.925), (0.739, 1.0), None 
33004_sessie3_taskrobotEngagement.png, (0.027, 0.854), (0.273, 1.0), (0.677, 0.177), (0.884, 1.0), (0.469, 0.621), (0.756, 0.917), None 
33005_sessie1_taskrobotEngagement.png, (0.371, 0.917), (0.587, 1.0), (0.203, 0.329), (0.438, 1.0), (0.819, 0.917), (1.0, 1.0), None 
33005_sessie2_taskrobotEngagement.png, (0.052, 0.817), (0.223, 0.958), (0.07, 0.208), (0.332, 1.0), (0.446, 0.925), (0.754, 1.0), None 
33005_sessie3_taskrobotEngagement.png, (0.047, 0.865), (0.284, 1.0), (0.71, 0.177), (0.906, 1.0), (0.491, 0.625), (0.782, 0.917), None 
33006_sessie1_taskrobotEngagement.png, (0.264, 0.91), (0.484, 1.0), (0.097, 0.338), (0.315, 1.0), (0.707, 0.875), (1.0, 1.0), None 
33006_sessie2_taskrobotEngagement.png, (0.155, 0.908), (0.408, 1.0), (0.833, 0.183), (0.994, 1.0), (0.622, 0.625), (0.822, 0.912), None 
33006_sessie3_taskrobotEngagement.png, (0.305, 0.746), (0.478, 0.885), (0.241, 0.146), (0.428, 1.0), (0.728, 0.808), (1.0, 1.0), None 
33007_sessie1_taskrobotEngagement.png, (0.225, 0.925), (0.438, 1.0), (0.117, 0.35), (0.379, 1.0), (0.663, 0.875), (1.0, 1.0), None 
33007_sessie2_taskrobotEngagement.png, (0.184, 0.802), (0.305, 0.933), (0.211, 0.256), (0.424, 1.0), (0.519, 0.865), (0.98, 1.0), None 
33007_sessie3_taskrobotEngagement.png, (0.0, 0.896), (0.249, 1.0), (0.64, 0.215), (0.89, 1.0), (0.499, 0.656), (0.782, 0.963), None 
33008_sessie1_taskrobotEngagement.png, (0.063, 0.938), (0.289, 1.0), (0.0, 0.354), (0.162, 1.0), (0.519, 0.844), (0.969, 1.0), None 
33008_sessie2_taskrobotEngagement.png, (0.129, 0.908), (0.387, 1.0), (0.833, 0.183), (0.994, 1.0), (0.602, 0.625), (0.802, 0.912), None 
33008_sessie3_taskrobotEngagement.png, (0.221, 0.75), (0.399, 0.896), (0.059, 0.104), (0.276, 1.0), (0.509, 0.806), (1.0, 1.0), None 
33010_sessie1_taskrobotEngagement.png, (0.225, 0.875), (0.451, 1.0), (0.095, 0.281), (0.346, 1.0), (0.698, 0.812), (1.0, 1.0), None 
33010_sessie2_taskrobotEngagement.png, (0.095, 0.917), (0.362, 1.0), (0.833, 0.194), (0.995, 1.0), (0.573, 0.625), (0.768, 0.908), None 
33010_sessie3_taskrobotEngagement.png, (0.0, 0.883), (0.225, 1.0), (0.71, 0.208), (0.926, 1.0), (0.499, 0.642), (0.796, 0.938), None 
33011_sessie2_robotEngagement1.png, (0.094, 0.917), (0.352, 1.0), (0.851, 0.194), (1.0, 1.0), (0.563, 0.625), (0.756, 0.902), None 
33011_sessie2_taskrobotEngagement.png, (0.094, 0.917), (0.352, 1.0), (0.851, 0.194), (1.0, 1.0), (0.563, 0.625), (0.756, 0.902), None 
33011_sessie3_taskrobotEngagement.png, (0.0, 0.854), (0.255, 1.0), (0.714, 0.194), (0.937, 1.0), (0.569, 0.621), (0.831, 0.906), None 
33013_sessie3_robotEngagement3.png, (0.0, 0.865), (0.149, 1.0), (0.725, 0.208), (0.86, 0.985), (0.477, 0.615), (0.745, 0.881), None 
33013_sessie3_taskEngagement1.png, (0.0, 0.865), (0.149, 1.0), (0.685, 0.208), (0.883, 0.985), (0.472, 0.615), (0.736, 0.885), None 
33013_sessie3_taskrobotEngagement.png, (0.0, 0.865), (0.149, 1.0), (0.704, 0.208), (0.845, 0.985), (0.472, 0.617), (0.737, 0.885), None 
Proefpersoon22016_Sessie1.png, (0.129, 0.703), (0.272, 0.844), (0.145, 0.243), (0.332, 0.993), (0.315, 0.772), (0.744, 1.0), None 
Proefpersoon22016_Sessie2.png, (0.324, 0.972), (0.523, 1.0), (0.605, 0.383), (0.834, 1.0), (0.766, 0.719), (0.944, 1.0), ['Tablet'] 
Proefpersoon22016_Sessie3.png, (0.189, 0.858), (0.319, 0.996), (0.141, 0.389), (0.312, 1.0), (0.428, 0.958), (0.662, 1.0), None 
Proefpersoon22017_Sessie1.png, (0.2, 0.719), (0.338, 0.85), (0.213, 0.272), (0.459, 0.993), (0.384, 0.772), (0.812, 1.0), None 
Proefpersoon22017_Sessie2.png, (0.352, 0.972), (0.578, 1.0), (0.629, 0.383), (0.834, 1.0), (0.754, 0.719), (0.93, 1.0), ['Tablet'] 
Proefpersoon22017_Sessie3.png, (0.166, 0.858), (0.336, 1.0), (0.156, 0.397), (0.332, 1.0), (0.452, 0.958), (0.686, 1.0), None 
Proefpersoon22018_Sessie1.png, (0.205, 0.717), (0.344, 0.847), (0.244, 0.267), (0.407, 0.99), (0.431, 0.787), (0.863, 1.0), None 
Proefpersoon22018_Sessie2.png, (0.352, 0.972), (0.578, 1.0), (0.577, 0.383), (0.791, 1.0), (0.703, 0.719), (0.902, 1.0), ['Tablet']  
Proefpersoon22018_Sessie3.png, (0.237, 0.858), (0.389, 0.996), (0.18, 0.389), (0.326, 1.0), (0.473, 0.972), (0.662, 1.0), None 
Proefpersoon22030_Sessie1.png, (0.252, 0.872), (0.414, 1.0), (0.18, 0.428), (0.348, 1.0), (0.355, 0.938), (0.686, 1.0), None 
Proefpersoon22030_Sessie2_Poging2.png, (0.258, 0.972), (0.469, 1.0), (0.549, 0.425), (0.738, 1.0), (0.543, 0.75), (0.766, 1.0), ['Tablet'] 
Proefpersoon22030_Sessie3.png, (0.249, 0.879), (0.414, 1.0), (0.163, 0.444), (0.292, 1.0), (0.418, 0.949), (0.773, 1.0), None 
